"","형상  														 REPO1","파일명","유형","라인 수","파일 크기(Byte)","파일CheckSum","코딩 규칙CheckSum","취약점CheckSum","보안성CheckSum","동적CheckSum","상태"
"","REPO1","\miro_2010\static-client.json","신규","9","254","58e122b2","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_2010\와우.txt","신규","3","33","d74b0427","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_vs2015\.spec","신규","6","45","8a4696fe","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_vs2015\.STATICFILE","신규","83","2555","b563942a","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_vs2015\.vs\vs2015_miro\v14\.suo","신규","12","30208","ffb31d30","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_vs2015\.vs\vs2015_miro\v16\.suo","신규","11","26112","5bbf5151","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_vs2015\ci.ini","신규","143","4465","35903427","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_vs2015\Debug\vs2015_miro.Build.CppClean.log","신규","25","1550","8f3b4aed","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_vs2015\Debug\vs2015_miro.log","신규","10","509","84c7910a","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_vs2015\Debug\vs2015_miro.tlog\CL.command.1.tlog","신규","9","2218","93fc470e","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_vs2015\Debug\vs2015_miro.tlog\CL.read.1.tlog","신규","97","14566","055ff02a","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_vs2015\Debug\vs2015_miro.tlog\CL.write.1.tlog","신규","16","1714","cb510976","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_vs2015\Debug\vs2015_miro.tlog\link.command.1.tlog","신규","3","1542","e14b8581","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_vs2015\Debug\vs2015_miro.tlog\link.read.1.tlog","신규","26","3552","50f14223","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_vs2015\Debug\vs2015_miro.tlog\link.write.1.tlog","신규","5","746","cb3b5065","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_vs2015\Debug\vs2015_miro.tlog\vs2015_miro.lastbuildstate","신규","3","197","80854053","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_vs2015\ipch\miro-dc4d1cea\miro-bed982ad.ipch","신규","5502","2555904","9dabcb29","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_vs2015\Microsoft_VisualStudio_2015_None_Host_CCPP.sconf","신규","44","1152","e24ed606","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_vs2015\miro.opt","신규","693","49664","9e1b2526","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_vs2015\miro.plg","신규","28","914","ed39b613","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_vs2015\miro.sdf","신규","12064","1986560","9141172b","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_vs2015\miro.vcxproj.user","신규","3","141","3d84b7bf","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_vs2015\miro_fun.c","신규","270","6100","a1cda928","76848716","76848716","비대상","a1cda928","불일치"
"","REPO1","\miro_vs2015\miro_fun2.c","신규","112","2130","eb8a1371","e4b1e7ee","e4b1e7ee","비대상","미수행","불일치"
"","REPO1","\miro_vs2015\psionic.ini","신규","126","3353","035f8a4f","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_vs2015\Q_S.c","신규","203","5026","92d33048","4b9511cd","4b9511cd","비대상","미수행","불일치"
"","REPO1","\miro_vs2015\Q_S.h","신규","66","1715","42dfaddb","ca4f4382","ca4f4382","비대상","미수행","불일치"
"","REPO1","\miro_vs2015\QS_fun.c","신규","142","2925","3456dcbd","913c2ad4","913c2ad4","비대상","3456dcbd","불일치"
"","REPO1","\miro_vs2015\Release\miro_fun.obj","신규","114","14333","f15bc7cb","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_vs2015\Release\miro_fun2.obj","신규","59","8752","a88f16aa","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_vs2015\Release\Q_S.obj","신규","33","9087","02126e9c","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_vs2015\Release\QS_fun.obj","신규","83","10680","2e600203","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_vs2015\Release\vc140.pdb","신규","453","77824","b12ecffb","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_vs2015\Release\vs2015_miro.Build.CppClean.log","신규","21","1384","86817b74","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_vs2015\Release\vs2015_miro.exe","신규","46","12800","ff38a7f9","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_vs2015\Release\vs2015_miro.log","신규","11","608","79f58592","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_vs2015\Release\vs2015_miro.pdb","신규","663","421888","303e3b81","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_vs2015\Release\vs2015_miro.tlog\CL.command.1.tlog","신규","9","2202","30badcfa","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_vs2015\Release\vs2015_miro.tlog\CL.read.1.tlog","신규","97","14566","c409d945","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_vs2015\Release\vs2015_miro.tlog\CL.write.1.tlog","신규","15","1650","8bef6048","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_vs2015\Release\vs2015_miro.tlog\link.command.1.tlog","신규","3","1640","b6e0e1da","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_vs2015\Release\vs2015_miro.tlog\link.read.1.tlog","신규","27","3730","26ea93df","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_vs2015\Release\vs2015_miro.tlog\link.write.1.tlog","신규","4","658","f5818cee","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_vs2015\Release\vs2015_miro.tlog\vs2015_miro.lastbuildstate","신규","3","199","caf47be0","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_vs2015\static-client.json","신규","9","254","f4e4dc69","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_vs2015\test.c","신규","1","0","00000000","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_vs2015\test.txt","신규","1","0","00000000","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_vs2015\vs2015_miro.sln","신규","29","1275","48fa9f60","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_vs2015\vs2015_miro.suo","신규","26","5120","46e5cc15","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_vs2015\vs2015_miro.vcxproj","신규","111","5473","f64057d0","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_vs2015\vs2015_miro.vcxproj.filters","신규","36","1302","1b76bca5","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_vs2015\vs2015_miro.vcxproj.user","신규","4","162","443999d9","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_vs2015\x64\Debug\miro_fun.obj","신규","45","17414","6abe6fa8","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_vs2015\x64\Debug\miro_fun2.obj","신규","36","12958","431092e7","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_vs2015\x64\Debug\Q_S.obj","신규","36","11607","c9f6ac94","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_vs2015\x64\Debug\QS_fun.obj","신규","55","14699","df5f7a04","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_vs2015\x64\Debug\vc140.idb","신규","69","76800","4280fdda","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_vs2015\x64\Debug\vc140.pdb","신규","254","77824","ab45067f","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_vs2015\x64\Debug\vs2015_miro.Build.CppClean.log","신규","61","5193","e7fa8af5","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_vs2015\x64\Debug\vs2015_miro.exe","신규","84","71168","f54b4d91","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_vs2015\x64\Debug\vs2015_miro.ilk","신규","286","362560","103f764e","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_vs2015\x64\Debug\vs2015_miro.log","신규","8","272","c08c596b","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_vs2015\x64\Debug\vs2015_miro.pdb","신규","263","462848","97ce2c6e","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_vs2015\x64\Debug\vs2015_miro.tlog\CL.command.1.tlog","신규","9","2090","c982f04d","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_vs2015\x64\Debug\vs2015_miro.tlog\CL.read.1.tlog","신규","97","14742","e17d500f","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_vs2015\x64\Debug\vs2015_miro.tlog\CL.write.1.tlog","신규","19","2610","744f7aea","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_vs2015\x64\Debug\vs2015_miro.tlog\link-VCTIP.delete.1.tlog","신규","4","842","63692686","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_vs2015\x64\Debug\vs2015_miro.tlog\link-VCTIP.delete.39.tlog","신규","4","842","4f2cf589","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_vs2015\x64\Debug\vs2015_miro.tlog\link-VCTIP.delete.50.tlog","신규","4","842","53e0509a","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_vs2015\x64\Debug\vs2015_miro.tlog\link-VCTIP.delete.60.tlog","신규","4","842","180dbe05","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_vs2015\x64\Debug\vs2015_miro.tlog\link-VCTIP.delete.69.tlog","신규","4","842","0a8b9f7c","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_vs2015\x64\Debug\vs2015_miro.tlog\link-VCTIP.read.1.tlog","신규","39","6660","f78aa6b6","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_vs2015\x64\Debug\vs2015_miro.tlog\link-VCTIP.read.10.tlog","신규","7","1150","51c96154","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_vs2015\x64\Debug\vs2015_miro.tlog\link-VCTIP.read.12.tlog","신규","7","1150","51c96154","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_vs2015\x64\Debug\vs2015_miro.tlog\link-VCTIP.read.13.tlog","신규","7","1150","51c96154","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_vs2015\x64\Debug\vs2015_miro.tlog\link-VCTIP.read.17.tlog","신규","9","1904","430f2dc8","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_vs2015\x64\Debug\vs2015_miro.tlog\link-VCTIP.read.19.tlog","신규","19","4472","75040329","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_vs2015\x64\Debug\vs2015_miro.tlog\link-VCTIP.read.21.tlog","신규","5","906","a7bfb486","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_vs2015\x64\Debug\vs2015_miro.tlog\link-VCTIP.read.28.tlog","신규","12","2400","680f0459","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_vs2015\x64\Debug\vs2015_miro.tlog\link-VCTIP.read.29.tlog","신규","4","822","fd34b0e8","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_vs2015\x64\Debug\vs2015_miro.tlog\link-VCTIP.read.32.tlog","신규","8","1620","75333992","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_vs2015\x64\Debug\vs2015_miro.tlog\link-VCTIP.read.33.tlog","신규","3","556","42275317","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_vs2015\x64\Debug\vs2015_miro.tlog\link-VCTIP.read.34.tlog","신규","5","964","a92ce5aa","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_vs2015\x64\Debug\vs2015_miro.tlog\link-VCTIP.read.35.tlog","신규","3","556","42275317","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_vs2015\x64\Debug\vs2015_miro.tlog\link-VCTIP.read.39.tlog","신규","3","556","42275317","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_vs2015\x64\Debug\vs2015_miro.tlog\link-VCTIP.read.4.tlog","신규","7","1150","51c96154","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_vs2015\x64\Debug\vs2015_miro.tlog\link-VCTIP.read.50.tlog","신규","3","556","42275317","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_vs2015\x64\Debug\vs2015_miro.tlog\link-VCTIP.read.60.tlog","신규","3","556","42275317","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_vs2015\x64\Debug\vs2015_miro.tlog\link-VCTIP.read.69.tlog","신규","3","556","42275317","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_vs2015\x64\Debug\vs2015_miro.tlog\link-VCTIP.read.7.tlog","신규","7","1150","51c96154","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_vs2015\x64\Debug\vs2015_miro.tlog\link-VCTIP.read.8.tlog","신규","7","1150","51c96154","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_vs2015\x64\Debug\vs2015_miro.tlog\link-VCTIP.read.9.tlog","신규","7","1150","51c96154","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_vs2015\x64\Debug\vs2015_miro.tlog\link-VCTIP.write.1.tlog","신규","7","1302","33537c4b","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_vs2015\x64\Debug\vs2015_miro.tlog\link-VCTIP.write.10.tlog","신규","5","840","4b926ea6","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_vs2015\x64\Debug\vs2015_miro.tlog\link-VCTIP.write.12.tlog","신규","5","838","8c303624","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_vs2015\x64\Debug\vs2015_miro.tlog\link-VCTIP.write.13.tlog","신규","5","840","4b926ea6","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_vs2015\x64\Debug\vs2015_miro.tlog\link-VCTIP.write.32.tlog","신규","3","556","42275317","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_vs2015\x64\Debug\vs2015_miro.tlog\link-VCTIP.write.39.tlog","신규","3","556","42275317","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_vs2015\x64\Debug\vs2015_miro.tlog\link-VCTIP.write.4.tlog","신규","5","840","4b926ea6","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_vs2015\x64\Debug\vs2015_miro.tlog\link-VCTIP.write.50.tlog","신규","3","556","42275317","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_vs2015\x64\Debug\vs2015_miro.tlog\link-VCTIP.write.60.tlog","신규","3","556","42275317","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_vs2015\x64\Debug\vs2015_miro.tlog\link-VCTIP.write.69.tlog","신규","3","556","42275317","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_vs2015\x64\Debug\vs2015_miro.tlog\link-VCTIP.write.7.tlog","신규","5","838","8c303624","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_vs2015\x64\Debug\vs2015_miro.tlog\link-VCTIP.write.8.tlog","신규","5","840","4b926ea6","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_vs2015\x64\Debug\vs2015_miro.tlog\link-VCTIP.write.9.tlog","신규","5","838","8c303624","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_vs2015\x64\Debug\vs2015_miro.tlog\link.command.1.tlog","신규","3","1764","1135efd0","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_vs2015\x64\Debug\vs2015_miro.tlog\link.read.1.tlog","신규","34","4860","b9c64d80","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_vs2015\x64\Debug\vs2015_miro.tlog\link.write.1.tlog","신규","8","1382","b2473d88","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_vs2015\x64\Debug\vs2015_miro.tlog\vs2015_miro.lastbuildstate","신규","3","206","5440375b","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_vs2015\x64\Release\miro_fun.obj","신규","95","13750","0d39a6f8","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_vs2015\x64\Release\miro_fun2.obj","신규","64","8689","a2905ad0","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_vs2015\x64\Release\Q_S.obj","신규","34","9244","a319c286","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_vs2015\x64\Release\QS_fun.obj","신규","85","11805","e6a6ecd3","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_vs2015\x64\Release\vc140.pdb","신규","252","77824","fbe06581","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_vs2015\x64\Release\vs2015_miro.exe","신규","61","41984","31d61565","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_vs2015\x64\Release\vs2015_miro.ilk","신규","189","269084","81fa8ccb","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_vs2015\x64\Release\vs2015_miro.log","신규","8","273","899fa56a","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_vs2015\x64\Release\vs2015_miro.pdb","신규","569","430080","7809cd23","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_vs2015\x64\Release\vs2015_miro.tlog\CL.command.1.tlog","신규","9","1898","8b376d72","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_vs2015\x64\Release\vs2015_miro.tlog\CL.read.1.tlog","신규","97","14566","c409d945","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_vs2015\x64\Release\vs2015_miro.tlog\CL.write.1.tlog","신규","15","1722","9b8f20ac","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_vs2015\x64\Release\vs2015_miro.tlog\link.command.1.tlog","신규","3","1610","9089aef0","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_vs2015\x64\Release\vs2015_miro.tlog\link.read.1.tlog","신규","27","3824","12a79253","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_vs2015\x64\Release\vs2015_miro.tlog\link.write.1.tlog","신규","5","830","e5bced16","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_vs2015\x64\Release\vs2015_miro.tlog\vs2015_miro.lastbuildstate","신규","3","197","720f3156","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\.hint","신규","1","148","6943fb98","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\.vs\Tetris\v14\.suo","신규","40","90624","70a446d6","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\.vs\Tetris\v15\.suo","신규","39","107008","dae477f2","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\.vs\Tetris\v15\Server\sqlite3\db.lock","신규","1","0","00000000","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\.vs\Tetris\v15\Server\sqlite3\storage.ide","신규","1580","667648","e47f5049","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\.vs\Tetris\v16\.suo","신규","64","134144","49233f18","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\.vs\Tetris\v16\Server\sqlite3\db.lock","신규","1","0","00000000","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\.vs\Tetris\v16\Server\sqlite3\storage.ide","신규","1442","634880","6f7334a6","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\test.bat","신규","6","167","914343db","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.ConsoleUI\.cs_wrapper\03862c2f-b6a1-4bf4-8a42-6324db0785fb.cmd","신규","6","289","0fccba24","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.ConsoleUI\.editorconfig","신규","387","16471","ed937674","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.ConsoleUI\10988_csc.cslog","신규","10","263","840cae46","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.ConsoleUI\19976_csc.cslog","신규","10","263","840cae46","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.ConsoleUI\20268_csc.cslog","신규","8","205","36a8c5e5","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.ConsoleUI\26908_3F2BD1B471A5107F8B5D830F82F1909C.cscvd","신규","1","849","06377450","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.ConsoleUI\26908_450FBA6FEC961373FE54E6DC52169AB8.cscvd","신규","1","281","20d54f9c","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.ConsoleUI\26908_75DE7C282E8701D35CECFF1685C6BA95.cscvd","신규","1","1226","cbfa9217","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.ConsoleUI\26908_7C0300EDBD2CD51936288C47854BD548.cscvd","신규","1","1095","56dd3ece","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.ConsoleUI\26908_AF57E22C37693E1021FD2EA56E577A06.cscvd","신규","2","1455","293426da","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.ConsoleUI\26908_CB58CFBB3A785ABAA1C985408B5E9E27.cscvd","신규","2","3769","2653f796","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.ConsoleUI\26908_csc.cslog","신규","24","2195","287c2ad6","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.ConsoleUI\31476_csc.cslog","신규","8","205","36a8c5e5","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.ConsoleUI\32496_3F2BD1B471A5107F8B5D830F82F1909C.cscvd","신규","1","849","06377450","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.ConsoleUI\32496_450FBA6FEC961373FE54E6DC52169AB8.cscvd","신규","1","281","20d54f9c","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.ConsoleUI\32496_75DE7C282E8701D35CECFF1685C6BA95.cscvd","신규","1","1226","cbfa9217","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.ConsoleUI\32496_7C0300EDBD2CD51936288C47854BD548.cscvd","신규","1","1095","56dd3ece","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.ConsoleUI\32496_AF57E22C37693E1021FD2EA56E577A06.cscvd","신규","2","1455","f5191e9a","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.ConsoleUI\32496_CB58CFBB3A785ABAA1C985408B5E9E27.cscvd","신규","2","3769","67846077","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.ConsoleUI\32496_csc.cslog","신규","24","2195","287c2ad6","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.ConsoleUI\App.config","신규","6","182","bcdf6740","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.ConsoleUI\bin\Debug\31512_Tetris.cslog","신규","25","1591","6a4dbb29","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.ConsoleUI\bin\Debug\37964_5A616B57F517895D33011685FDEA5369.cscvd","신규","1","240","55d56ef0","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.ConsoleUI\bin\Debug\37964_AA7F96FB14E8669650C573D4C3C88107.cscvd","신규","1","146","b874f3de","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.ConsoleUI\bin\Debug\41876_Tetris.ConsoleUI.cslog","신규","17","440","fb5592f1","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.ConsoleUI\bin\Debug\CoverCSharpLibrary.dll","신규","415","21504","536da584","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.ConsoleUI\bin\Debug\CoverCSharpLibrary.pdb","신규","169","77312","ccc6d168","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.ConsoleUI\bin\Debug\CoverCSharpLibrary.xml","신규","15","306","0cac5805","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.ConsoleUI\bin\Debug\Tetris.ConsoleUI.exe","신규","206","11776","0391c3ae","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.ConsoleUI\bin\Debug\Tetris.ConsoleUI.pdb","신규","49","22016","525d6c93","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.ConsoleUI\bin\Debug\Tetris.ConsoleUI.vshost.exe","신규","169","22696","6691b8d2","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.ConsoleUI\bin\Debug\Tetris.ConsoleUI.vshost.exe.config","신규","6","182","bcdf6740","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.ConsoleUI\bin\Debug\Tetris.ConsoleUI.vshost.exe.manifest","신규","12","479","b2c553d3","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.ConsoleUI\bin\Debug\Tetris.GameEngine.dll","신규","155","14848","acd751fd","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.ConsoleUI\bin\Debug\Tetris.GameEngine.pdb","신규","118","40448","66d79a0a","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.ConsoleUI\ConsoleDrawing.cs","신규","188","5734","1d72f287","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.ConsoleUI\Interfaces\IDrawing.cs","신규","15","257","6eece7db","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.ConsoleUI\obj\Debug\.NETFramework,Version=v4.5.AssemblyAttributes.cs","신규","5","206","c4446e45","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.ConsoleUI\obj\Debug\DesignTimeResolveAssemblyReferences.cache","신규","9","711","d53c7294","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.ConsoleUI\obj\Debug\DesignTimeResolveAssemblyReferencesInput.cache","신규","7","6760","605c3f4c","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.ConsoleUI\obj\Debug\TemporaryGeneratedFile_036C0B5B-1481-4323-8D20-8F5ADCB23D92.cs","신규","1","0","00000000","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.ConsoleUI\obj\Debug\TemporaryGeneratedFile_5937a670-0e60-4077-877b-f7221da3dda1.cs","신규","1","0","00000000","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.ConsoleUI\obj\Debug\TemporaryGeneratedFile_E7A71F73-0F8D-4B9B-B56E-8E70B10BC5D3.cs","신규","1","0","00000000","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.ConsoleUI\obj\Debug\Tetris.ConsoleUI.csproj.AssemblyReference.cache","신규","24","4955","2f8dcc10","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.ConsoleUI\obj\Debug\Tetris.ConsoleUI.csproj.CopyComplete","신규","1","0","00000000","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\Tetris\Tetris.ConsoleUI\obj\Debug\Tetris.ConsoleUI.csproj.CoreCompileInputs.cache","신규","2","41","ce0c9a93","미수행","미수행","비대상","미수행","불일치"
