"","형상  														 REPO1","파일명","유형","라인 수","파일 크기(Byte)","파일CheckSum","코딩 규칙CheckSum","취약점CheckSum","보안성CheckSum","동적CheckSum","상태"
"","REPO1","\CRLF_test_vs2015\Debug\CRLF_test_vs2015.ilk","신규","256","286748","06270510","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\CRLF_test_vs2015\Debug\CRLF_test_vs2015.pdb","신규","245","446464","c35d6759","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\CRLF_test_vs2015\Microsoft_VisualStudio_2015_None_Host_CCPP.sconf","신규","44","1152","e24ed606","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\CRLF_test_vs2015\psionic.ini","신규","126","3353","035f8a4f","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\CRLF_test_vs2015\static-client.json","신규","9","254","58afdcff","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\CRLF_test_vs2015\x64\Debug\CRLF_test_vs2015.exe","신규","107","58880","41810f55","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\CRLF_test_vs2015\x64\Debug\CRLF_test_vs2015.ilk","신규","277","336428","01548f78","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\CRLF_test_vs2015\x64\Debug\CRLF_test_vs2015.pdb","신규","255","438272","5da24d71","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\gcc_sample\calendar.c","신규","121","4137","934ea3f0","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\gcc_sample\convert.c","신규","30","601","f41daf83","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\gcc_sample\cppobjects.cpp","신규","26","504","532802fc","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\gcc_sample\cvgc_7DEA009A.o","신규","3","1701","e11894f6","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\gcc_sample\for_loop.cpp","신규","10","128","a92e69d2","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\gcc_sample\libcstm_7DEA009A.o","신규","5","4161","4dc12f47","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\gcc_sample\manager.c","신규","167","3069","0abf9539","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\gcc_sample\manager.exe","신규","124","53120","a24ddbcb","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\gcc_sample\manager.o","신규","14","4503","ecd0bd5c","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\gcc_sample\multi.cpp","신규","24","356","a7933d03","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\gcc_sample\union.c","신규","37","488","31c57e7a","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\gradle_sample\complete\.hint","신규","1","205","58c99e9b","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\gradle_sample\complete\.STATICJAVA","신규","39","1742","f114bddc","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\gradle_sample\complete\build.gradle","신규","39","766","048ad390","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\gradle_sample\complete\gradle.properties","신규","2","48","293852b2","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\gradle_sample\complete\gradle\wrapper\gradle-wrapper.jar","신규","298","53556","8b9bfd60","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\gradle_sample\complete\gradle\wrapper\gradle-wrapper.properties","신규","7","230","c48f68ff","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\gradle_sample\complete\gradlew","신규","165","5046","d425c747","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\gradle_sample\complete\gradlew.bat","신규","91","2314","0c9c3668","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\gradle_sample\complete\src\main\java\hello\Greeter.java","신규","7","100","315c7caf","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\gradle_sample\complete\src\main\java\hello\HelloWorld.java","신규","15","384","a70eba78","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\gradle_sample\complete\src\test\java\hello\HelloWorldTests.java","신규","42","1026","5ef2e1b3","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\gradle_sample\complete\test.bat","신규","6","132","61e83701","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\gradle_sample\CONTRIBUTING.adoc","신규","2","133","7d6d7275","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\gradle_sample\initial\.gitignore","신규","6","51","38c2e68d","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\gradle_sample\initial\build.gradle","신규","2","21","24391e98","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\gradle_sample\initial\src\main\java\hello\Greeter.java","신규","7","100","315c7caf","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\gradle_sample\initial\src\main\java\hello\HelloWorld.java","신규","8","171","ee8280a0","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\gradle_sample\LICENSE.code.txt","신규","17","722","3ca6abee","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\gradle_sample\LICENSE.writing.txt","신규","2","106","887589c9","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\gradle_sample\README.adoc","신규","328","12726","47bed36f","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\gradle_sample\test\run.sh","신규","24","301","8b0168ac","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\LF_test_vs2015\.STATICFILE","신규","79","2473","520b6ef9","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\LF_test_vs2015\.vs\LF_test_vs2015\v14\.suo","신규","12","25600","e310f455","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\LF_test_vs2015\ci.ini","신규","143","4465","35903427","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\LF_test_vs2015\Debug\LF_test_vs2015.exe","신규","51","37376","06903136","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\LF_test_vs2015\Debug\LF_test_vs2015.ilk","신규","259","288720","09852bf2","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\LF_test_vs2015\Debug\LF_test_vs2015.pdb","신규","382","593920","8ef409b4","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\LF_test_vs2015\LF_test_vs2015.sln","신규","29","1296","3be4e2a4","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\LF_test_vs2015\LF_test_vs2015.VC.VC.opendb","신규","1","42","77713421","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\LF_test_vs2015\LF_test_vs2015\.STATICFILE","신규","61","1281","4a707d1b","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\LF_test_vs2015\LF_test_vs2015\Debug\LF_test.obj","신규","20","6631","b09f929a","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\LF_test_vs2015\LF_test_vs2015\Debug\LF_test_vs2015.log","신규","5","443","65ae9f41","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\LF_test_vs2015\LF_test_vs2015\Debug\LF_test_vs2015.tlog\CL.command.1.tlog","신규","3","640","0ce80fbd","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\LF_test_vs2015\LF_test_vs2015\Debug\LF_test_vs2015.tlog\CL.read.1.tlog","신규","14","1850","e5fad6d9","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\LF_test_vs2015\LF_test_vs2015\Debug\LF_test_vs2015.tlog\CL.write.1.tlog","신규","5","628","52209be5","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\LF_test_vs2015\LF_test_vs2015\Debug\LF_test_vs2015.tlog\LF_test_vs2015.lastbuildstate","신규","3","217","7e533852","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\LF_test_vs2015\LF_test_vs2015\Debug\LF_test_vs2015.tlog\link.command.1.tlog","신규","3","1282","8bce6066","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\LF_test_vs2015\LF_test_vs2015\Debug\LF_test_vs2015.tlog\link.read.1.tlog","신규","21","2804","7a1c2466","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\LF_test_vs2015\LF_test_vs2015\Debug\LF_test_vs2015.tlog\link.write.1.tlog","신규","5","604","98549045","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\LF_test_vs2015\LF_test_vs2015\Debug\vc140.idb","신규","15","27648","20ef2256","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\LF_test_vs2015\LF_test_vs2015\Debug\vc140.pdb","신규","270","77824","e9384d07","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\LF_test_vs2015\LF_test_vs2015\LF_test.c","신규","26","206","8b05c0e6","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\LF_test_vs2015\LF_test_vs2015\LF_test_vs2015.vcxproj","신규","118","5595","f8c99f38","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\LF_test_vs2015\LF_test_vs2015\LF_test_vs2015.vcxproj.filters","신규","22","941","1eaf1138","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\LF_test_vs2015\LF_test_vs2015\static-client.json","신규","8","163","e53a40f8","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\LF_test_vs2015\LF_test_vs2015\x64\Debug\LF_test.obj","신규","28","8239","2cda1799","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\LF_test_vs2015\LF_test_vs2015\x64\Debug\LF_test_vs2015.Build.CppClean.log","신규","23","1789","d477f528","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\LF_test_vs2015\LF_test_vs2015\x64\Debug\LF_test_vs2015.tlog\CL.command.1.tlog","신규","3","626","a19d831f","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\LF_test_vs2015\LF_test_vs2015\x64\Debug\LF_test_vs2015.tlog\CL.read.1.tlog","신규","21","2768","67cd18f2","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\LF_test_vs2015\LF_test_vs2015\x64\Debug\LF_test_vs2015.tlog\CL.write.1.tlog","신규","8","1092","748b82c2","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\LF_test_vs2015\LF_test_vs2015\x64\Debug\LF_test_vs2015.tlog\LF_test_vs2015.lastbuildstate","신규","3","209","ce360389","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\LF_test_vs2015\LF_test_vs2015\x64\Debug\LF_test_vs2015.tlog\link-VCTIP.delete.1.tlog","신규","4","486","ff1b94b4","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\LF_test_vs2015\LF_test_vs2015\x64\Debug\LF_test_vs2015.tlog\link-VCTIP.delete.41.tlog","신규","4","486","0f99d004","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\LF_test_vs2015\LF_test_vs2015\x64\Debug\LF_test_vs2015.tlog\link-VCTIP.delete.50.tlog","신규","4","486","64a17ae1","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\LF_test_vs2015\LF_test_vs2015\x64\Debug\LF_test_vs2015.tlog\link-VCTIP.delete.63.tlog","신규","4","486","ac292c04","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\LF_test_vs2015\LF_test_vs2015\x64\Debug\LF_test_vs2015.tlog\link-VCTIP.delete.73.tlog","신규","4","486","60f1140e","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\LF_test_vs2015\LF_test_vs2015\x64\Debug\LF_test_vs2015.tlog\link-VCTIP.read.1.tlog","신규","39","6328","c8901a46","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\LF_test_vs2015\LF_test_vs2015\x64\Debug\LF_test_vs2015.tlog\link-VCTIP.read.10.tlog","신규","7","818","e7b3a286","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\LF_test_vs2015\LF_test_vs2015\x64\Debug\LF_test_vs2015.tlog\link-VCTIP.read.16.tlog","신규","9","1548","f250e8cd","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\LF_test_vs2015\LF_test_vs2015\x64\Debug\LF_test_vs2015.tlog\link-VCTIP.read.18.tlog","신규","16","3260","1888ef6e","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\LF_test_vs2015\LF_test_vs2015\x64\Debug\LF_test_vs2015.tlog\link-VCTIP.read.20.tlog","신규","7","1132","081f9778","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\LF_test_vs2015\LF_test_vs2015\x64\Debug\LF_test_vs2015.tlog\link-VCTIP.read.23.tlog","신규","8","1406","ec90a144","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\LF_test_vs2015\LF_test_vs2015\x64\Debug\LF_test_vs2015.tlog\link-VCTIP.read.26.tlog","신규","13","2310","1a8a039b","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\LF_test_vs2015\LF_test_vs2015\x64\Debug\LF_test_vs2015.tlog\link-VCTIP.read.30.tlog","신규","4","332","78a64bc5","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\LF_test_vs2015\LF_test_vs2015\x64\Debug\LF_test_vs2015.tlog\link-VCTIP.read.31.tlog","신규","3","200","bf46231c","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\LF_test_vs2015\LF_test_vs2015\x64\Debug\LF_test_vs2015.tlog\link-VCTIP.read.32.tlog","신규","4","422","89a8fc7c","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\LF_test_vs2015\LF_test_vs2015\x64\Debug\LF_test_vs2015.tlog\link-VCTIP.read.33.tlog","신규","4","386","51dcdb33","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\LF_test_vs2015\LF_test_vs2015\x64\Debug\LF_test_vs2015.tlog\link-VCTIP.read.4.tlog","신규","7","818","e7b3a286","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\LF_test_vs2015\LF_test_vs2015\x64\Debug\LF_test_vs2015.tlog\link-VCTIP.read.41.tlog","신규","3","200","bf46231c","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\LF_test_vs2015\LF_test_vs2015\x64\Debug\LF_test_vs2015.tlog\link-VCTIP.read.50.tlog","신규","3","200","bf46231c","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\LF_test_vs2015\LF_test_vs2015\x64\Debug\LF_test_vs2015.tlog\link-VCTIP.read.63.tlog","신규","3","200","bf46231c","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\LF_test_vs2015\LF_test_vs2015\x64\Debug\LF_test_vs2015.tlog\link-VCTIP.read.7.tlog","신규","7","818","e7b3a286","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\LF_test_vs2015\LF_test_vs2015\x64\Debug\LF_test_vs2015.tlog\link-VCTIP.read.73.tlog","신규","3","200","bf46231c","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\LF_test_vs2015\LF_test_vs2015\x64\Debug\LF_test_vs2015.tlog\link-VCTIP.read.8.tlog","신규","7","818","e7b3a286","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\LF_test_vs2015\LF_test_vs2015\x64\Debug\LF_test_vs2015.tlog\link-VCTIP.read.9.tlog","신규","7","818","e7b3a286","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\LF_test_vs2015\LF_test_vs2015\x64\Debug\LF_test_vs2015.tlog\link-VCTIP.write.1.tlog","신규","7","964","e065aa90","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\LF_test_vs2015\LF_test_vs2015\x64\Debug\LF_test_vs2015.tlog\link-VCTIP.write.10.tlog","신규","5","496","cfb80e7d","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\LF_test_vs2015\LF_test_vs2015\x64\Debug\LF_test_vs2015.tlog\link-VCTIP.write.30.tlog","신규","3","200","bf46231c","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\LF_test_vs2015\LF_test_vs2015\x64\Debug\LF_test_vs2015.tlog\link-VCTIP.write.4.tlog","신규","5","496","cfb80e7d","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\LF_test_vs2015\LF_test_vs2015\x64\Debug\LF_test_vs2015.tlog\link-VCTIP.write.41.tlog","신규","3","200","bf46231c","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\LF_test_vs2015\LF_test_vs2015\x64\Debug\LF_test_vs2015.tlog\link-VCTIP.write.50.tlog","신규","3","200","bf46231c","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\LF_test_vs2015\LF_test_vs2015\x64\Debug\LF_test_vs2015.tlog\link-VCTIP.write.63.tlog","신규","3","200","bf46231c","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\LF_test_vs2015\LF_test_vs2015\x64\Debug\LF_test_vs2015.tlog\link-VCTIP.write.7.tlog","신규","5","494","9cdf18bf","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\LF_test_vs2015\LF_test_vs2015\x64\Debug\LF_test_vs2015.tlog\link-VCTIP.write.73.tlog","신규","3","200","bf46231c","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\LF_test_vs2015\LF_test_vs2015\x64\Debug\LF_test_vs2015.tlog\link-VCTIP.write.8.tlog","신규","5","496","cfb80e7d","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\LF_test_vs2015\LF_test_vs2015\x64\Debug\LF_test_vs2015.tlog\link-VCTIP.write.9.tlog","신규","5","494","9cdf18bf","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\LF_test_vs2015\LF_test_vs2015\x64\Debug\LF_test_vs2015.tlog\link.command.1.tlog","신규","3","1322","ca30424b","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\LF_test_vs2015\LF_test_vs2015\x64\Debug\LF_test_vs2015.tlog\link.read.1.tlog","신규","31","4172","bc8427af","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\LF_test_vs2015\LF_test_vs2015\x64\Debug\LF_test_vs2015.tlog\link.write.1.tlog","신규","8","1080","2bd73b4c","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\LF_test_vs2015\LF_test_vs2015\x64\Debug\vc140.idb","신규","13","27648","97e46d87","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\LF_test_vs2015\LF_test_vs2015\x64\Debug\vc140.pdb","신규","105","61440","ad282838","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\LF_test_vs2015\Microsoft_VisualStudio_2015_None_Host_CCPP.sconf","신규","44","1152","e24ed606","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\LF_test_vs2015\psionic.ini","신규","126","3353","035f8a4f","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\LF_test_vs2015\static-client.json","신규","9","254","c1e8259e","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\LF_test_vs2015\x64\Debug\LF_test_vs2015.exe","신규","108","58880","5d77af77","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\LF_test_vs2015\x64\Debug\LF_test_vs2015.ilk","신규","271","336300","9c3c220e","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\LF_test_vs2015\x64\Debug\LF_test_vs2015.pdb","신규","238","438272","01d03e0d","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\maven\.hint","신규","1","188","decb064f","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\maven\.idea\compiler.xml","신규","13","541","05e471e6","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\maven\.idea\misc.xml","신규","14","513","0a8e5e17","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\maven\.idea\workspace.xml","신규","68","2690","d67fd4dd","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\maven\.STATICJAVA","신규","28","599","a9d067fa","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\maven\pom.xml","신규","12","422","c15ee08f","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\maven\src\main\java\Main.java","신규","6","126","ca8d5418","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\maven\STATIC_MAVEN_EXAMPLE.iml","신규","2","80","7a2267a4","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\maven\target\classes\Main.class","신규","7","525","9df421aa","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\maven\target\maven-archiver\pom.properties","신규","6","110","8a2d338c","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\maven\target\maven-status\maven-compiler-plugin\compile\default-compile\createdFiles.lst","신규","2","11","01152f01","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\maven\target\maven-status\maven-compiler-plugin\compile\default-compile\inputFiles.lst","신규","2","43","f5b2e780","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\maven\target\maven-status\maven-compiler-plugin\testCompile\default-testCompile\inputFiles.lst","신규","1","0","00000000","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\maven\target\STATIC_MAVEN-1.0-SNAPSHOT.jar","신규","22","1829","3560a144","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_2010\.STATICFILE","신규","79","2242","e8738f50","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_2010\.vs\miro\v14\.suo","신규","15","38400","2f62ba65","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_2010\.vs\miro\v15\.suo","신규","18","27136","273ffa99","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_2010\ci.ini","신규","143","4465","35903427","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_2010\Debug\cl.command.1.tlog","신규","9","2754","15d61d30","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_2010\Debug\CL.read.1.tlog","신규","49","6854","290c6f49","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_2010\Debug\CL.write.1.tlog","신규","16","2078","83c5cd27","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_2010\Debug\link-cvtres.read.1.tlog","신규","1","2","88f83096","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_2010\Debug\link-cvtres.write.1.tlog","신규","1","2","88f83096","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_2010\Debug\link.24508-cvtres.read.1.tlog","신규","1","2","88f83096","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_2010\Debug\link.24508-cvtres.write.1.tlog","신규","1","2","88f83096","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_2010\Debug\link.24508.read.1.tlog","신규","1","2","88f83096","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_2010\Debug\link.24508.write.1.tlog","신규","1","2","88f83096","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_2010\Debug\link.command.1.tlog","신규","7","1884","960d4605","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_2010\Debug\link.read.1.tlog","신규","37","5132","e5808352","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_2010\Debug\link.write.1.tlog","신규","11","1836","78195dbf","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_2010\Debug\miro.Build.CppClean.log","신규","44","2779","bf488b68","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_2010\Debug\miro.exe","신규","51","36352","7c62bc69","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_2010\Debug\miro.exe.embed.manifest","신규","10","397","a6842ab2","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_2010\Debug\miro.exe.embed.manifest.res","신규","10","472","e2cb915a","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_2010\Debug\miro.exe.intermediate.manifest","신규","11","371","b2b6b88e","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_2010\Debug\miro.ilk","신규","247","321732","62a55e57","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_2010\Debug\miro.lastbuildstate","신규","3","67","9abbb466","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_2010\Debug\miro.log","신규","21","939","e019ca04","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_2010\Debug\miro.pdb","신규","1270","379904","91501af0","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_2010\Debug\miro.vcxprojResolveAssemblyReference.cache","신규","9","713","5832908b","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_2010\Debug\miro.write.1.tlog","신규","1","0","00000000","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_2010\Debug\miro_fun.obj","신규","66","12149","319fc192","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_2010\Debug\miro_fun2.obj","신규","22","8106","d999407f","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_2010\Debug\miro_manifest.rc","신규","2","204","9dcb442b","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_2010\Debug\mt.command.1.tlog","신규","3","376","57aa34cb","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_2010\Debug\mt.read.1.tlog","신규","7","804","6135fc93","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_2010\Debug\mt.write.1.tlog","신규","5","584","48da3b38","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_2010\Debug\Q_S.obj","신규","24","8421","e6e30091","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_2010\Debug\QS_fun.obj","신규","33","9143","a958b621","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_2010\Debug\rc.command.1.tlog","신규","3","514","c6632956","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_2010\Debug\rc.read.1.tlog","신규","8","922","2feaac65","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_2010\Debug\rc.write.1.tlog","신규","5","564","3be82301","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_2010\Debug\vc100.idb","신규","9","52224","fa23dc85","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_2010\Debug\vc100.pdb","신규","213","61440","c84455ee","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_2010\ipch\miro-dc4d1cea\miro-bed982ad.ipch","신규","5502","2555904","9dabcb29","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_2010\Microsoft_VisualStudio_2010_None_Host_CCPP.sconf","신규","44","1152","0f5ae66c","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_2010\miro.dsp","신규","117","4387","11058040","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_2010\miro.dsw","신규","30","502","6044c991","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_2010\miro.ncb","신규","33","58368","478d6cd3","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_2010\miro.opt","신규","693","49664","9e1b2526","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_2010\miro.plg","신규","28","914","ed39b613","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_2010\miro.sdf","신규","12030","1986560","348ef264","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_2010\miro.sln","신규","21","854","39e00423","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_2010\miro.suo","신규","9","10240","5145442f","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_2010\miro.vcxproj","신규","133","6329","7ebca9f5","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_2010\miro.vcxproj.filters","신규","36","1259","7f4cc60d","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_2010\miro.vcxproj.user","신규","3","141","3d84b7bf","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_2010\miro_fun.c","신규","268","6096","4a7f3626","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_2010\miro_fun2.c","신규","112","2130","eb8a1371","eb8a1371","eb8a1371","비대상","eb8a1371","일치"
"","REPO1","\miro_2010\psionic.ini","신규","126","3353","035f8a4f","미수행","미수행","비대상","미수행","불일치"
"","REPO1","\miro_2010\Q_S.c","신규","203","5026","92d33048","92d33048","92d33048","비대상","92d33048","일치"
"","REPO1","\miro_2010\Q_S.h","신규","66","1715","42dfaddb","42dfaddb","42dfaddb","비대상","미수행","불일치"
"","REPO1","\miro_2010\QS_fun.c","신규","140","2922","b76c7f20","미수행","미수행","비대상","미수행","불일치"
